rank,smiles,prob_active,deepentxai_score,prediction,observed
176,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(O)cc3)C[C@@H]12,0.9429,91.06,Active,Active
177,CSCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)OP(=O)(O)O,0.9429,91.06,Active,Active
178,N[C@H]1CC(CF)N(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.9429,91.06,Active,Active
179,N[C@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.9429,91.06,Active,Active
180,CO[C@H]1CN(c2nc(C(=O)O)c(C)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
181,Cc1c(F)c(N2C[C@H](N)[C@H]2C)nc2c1c(=O)c(C(=O)O)cn2C1CC1,0.9429,91.06,Active,Active
182,Cc1c(N2CC(C)NC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.9429,91.06,Active,Active
183,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2,0.9429,91.06,Active,Active
184,CCO[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
185,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,0.9429,91.06,Active,Active
186,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@H]4C[C@H]4F)c3c2Cl)CC12CC2,0.9429,91.06,Active,Active
187,CO[C@H]1CN(c2nc(C(=O)O)cs2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
188,C[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(O)cc2)C[C@H]1N,0.9429,91.06,Active,Active
189,CO[C@H]1CN(c2nc(C(C)=O)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
190,CO[C@H]1CN(c2nc(C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
191,CNCc1cc2cc3c(cc2n1C)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.9429,91.06,Active,Active
192,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCC(O)C3)c(F)cc2c1=O,0.9429,91.06,Active,Active
193,CO[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Inactive
194,CN1CCN(c2c(F)c(Cl)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,0.9429,91.06,Active,Active
195,CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)(C)C)c3c2F)C1,0.9429,91.06,Active,Active
196,CN1CCN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,0.9429,91.06,Active,Active
197,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1,0.9429,91.06,Active,Active
198,C[C@@H](O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO[P+](O)(O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)O,0.9429,91.06,Active,Active
199,Cn1c(CNC2(C)CCC2)cc2cc3c(cc21)CCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.9429,91.06,Active,Active
200,Cn1cc(-c2cc(C(N)=O)c3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)cn1,0.9429,91.06,Active,Active
201,CCNCC1(c2ccccc2)CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.9429,91.06,Active,Active
202,CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(C)=O)c2)C(=O)O1)C(C)C,0.9429,91.06,Active,Active
203,CN1CCN(c2c(N)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,0.9429,91.06,Active,Active
204,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccccc4)c3c2F)C1,0.9429,91.06,Active,Active
205,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CN4CCOS4(=O)=O)C3)[C@H](C)C12,0.9429,91.06,Active,Active
206,CO[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
207,COc1ccc2ncc(F)c([C@@H](O)[C@H](O)[C@@H]3CC[C@@H](NCc4cc5c(cn4)OCCS5)CO3)c2n1,0.9429,91.06,Active,Active
208,CN1[C@@H]2CC[C@H]1CN(c1cc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2,0.9429,91.06,Active,Active
209,CC(=O)c1cc(-c2cnn(C)c2)cc2c1-c1ccccc1C2(O)C(F)(F)F,0.9429,91.06,Active,Active
210,COc1ccc(C2CN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3F)CC2N)cc1,0.9429,91.06,Active,Active
211,CC(C)C[C@H](N)C(=O)N[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@H]1C,0.9429,91.06,Active,Active
212,Nc1ccc(C2CN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3F)CC2N)cc1,0.9429,91.06,Active,Active
213,CNc1cc(F)cc2cc(C(=O)Nc3ccc(C(=O)O)cc3CNCCO)c(=O)[nH]c12,0.9429,91.06,Active,Active
214,CC1(C)[C@@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.9429,91.06,Active,Active
215,CC1COc2c(N3CCOC(CN)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.9429,91.06,Active,Active
216,CNc1c(F)c(N2CCN(C)CC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,0.9429,91.06,Active,Active
217,O=C(O)c1cn(C2CC2F)c2c(F)c(N3CCNCC3)c(F)cc2c1=O,0.9429,91.06,Active,Active
218,O=c1[nH]sc2c1c(=O)c1cc(F)c(N3CCNCC3)cc1n2C1CC1,0.9429,91.06,Active,Active
219,O=C(c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)N1CCC(O)C1,0.9429,91.06,Active,Active
220,O=C(c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)N1CCC(CO)C1,0.9429,91.06,Active,Active
221,CC(=O)N(C)C1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,0.9429,91.06,Active,Active
222,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](Cc4cn(C)[n+](CCO)c4)C3)[C@H](C)[C@H]12,0.9429,91.06,Active,Active
223,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](Cc4cn(C)[n+](C)c4CO)C3)[C@H](C)[C@H]12,0.9429,91.06,Active,Active
224,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0.9429,91.06,Active,Active
225,CNc1c(F)c(N2CCNCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,0.9429,91.06,Active,Active
226,CCC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,0.9429,91.06,Active,Active
227,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC2C[C@@H]3OCCO[C@@H]3C2)cc1,0.9429,91.06,Active,Active
228,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cn1,0.9429,91.06,Active,Active
229,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](Cc4c[n+](CCO)nn4C)C3)[C@H](C)[C@H]12,0.9429,91.06,Active,Active
230,C[C@@H](N)C(=O)N[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@H]1C,0.9429,91.06,Active,Active
231,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](Cc4c[n+](C)nn4C)C3)[C@H](C)[C@H]12,0.9429,91.06,Active,Active
232,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](COc4ccc(CN)cc4)C3)[C@H](C)[C@H]12,0.9429,91.06,Active,Active
233,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNc4ccc(CN)cc4)C3)[C@H](C)[C@H]12,0.9429,91.06,Active,Active
234,O=C(c1cc(-c2cncnc2)c2c(c1)C(O)(C(F)(F)F)c1ccccc1-2)N1CCC1,0.9429,91.06,Active,Active
235,COc1c(N2CCNCC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.9429,91.06,Active,Active
236,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](c4ccc(CN)s4)C3)[C@H](C)[C@H]12,0.9429,91.06,Active,Active
237,CC1(C)CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCN1,0.9429,91.06,Active,Active
238,C[C@@H]1C[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,0.9429,91.06,Active,Active
239,CC1CN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CCN1,0.9429,91.06,Active,Active
240,CC(C)C(=O)c1c2c(c(OCCCN3CCN(C)CC3)c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)[C@@H]3C(C)C)[C@H](C(C)C)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,0.9429,91.06,Active,Active
241,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4F)c3c2Cl)CC12CC2,0.9429,91.06,Active,Active
242,COCCNC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,0.9429,91.06,Active,Active
243,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,0.9429,91.06,Active,Active
244,C[C@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(O)cc2)C[C@H]1N,0.9429,91.06,Active,Active
245,CC1C(N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.9429,91.06,Active,Active
246,NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1c1ccccc1,0.9429,91.06,Active,Active
247,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O)C(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(N)=O)C(C)C,0.9429,91.06,Active,Active
248,NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1c1ccc(F)cc1,0.9429,91.06,Active,Active
249,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(C)(N)C3)c(F)c21,0.9429,91.06,Active,Active
250,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cc4cc(NC(=O)c5ccc(O)c(O)c5Cl)ccn4c3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.9429,91.06,Active,Active
251,CC1CN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC(C)(C)N1,0.9429,91.06,Active,Active
252,C[C@H]1COc2c(CN3CCCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.9429,91.06,Active,Active
253,O=C(O)c1cn(C2CC2)c2c(F)c(N3CCNCC3)c(F)c(F)c2c1=O,0.9429,91.06,Active,Active
254,C[C@H](NC(=O)[C@H](Cc1ccccc1)CP(=O)(O)[C@H](C)NC(=O)CC[C@H](N)C(=O)N1CCCC1C#N)C(=O)O,0.9429,91.06,Active,Active
255,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCN(c4c(F)cc5c(=O)c(C(=O)O)cn(CCF)c5c4F)CC3)CS[C@H]12)c1csc(N)n1)C(=O)O,0.9429,91.06,Active,Active
256,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@H]4C[C@H]4F)c3c2Cl)CC12CC2,0.9429,91.06,Active,Active
257,COCC(COC)NC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,0.9429,91.06,Active,Active
258,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCNC(=O)C(Cl)Cl)S(=O)(=O)c1ccc(OC)cc1,0.9429,91.06,Active,Active
259,COCCNCc1cc2cc3c(cc2n1C)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.9429,91.06,Active,Active
260,CO[C@@H]1CN(c2ncc(C(=O)O)s2)CC[C@@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Inactive
261,CCc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0.9429,91.06,Active,Active
262,C[C@H](O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3nc(N)n4[C@H]3CCNC3)CS[C@H]12)c1nc(N)sc1Cl)C(=O)O,0.9429,91.06,Active,Active
263,C[C@H]1CN(C(=O)c2cc(C3CC3)n(CC(F)(F)F)n2)Cc2cnc([C@@](C)(O)C(F)(F)F)n21,0.9429,91.06,Active,Active
264,CC(C)NCc1cc2cc3c(cc2n1C)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.9429,91.06,Active,Active
265,C[C@H]1CN(C(=O)c2ccc(C3(O)CCCC3)cc2)Cc2cnc([C@@](C)(O)C(F)(F)F)n21,0.9429,91.06,Active,Active
266,Cc1[nH]c(C(=O)N[C@@H]2CCN(c3ncc(C(=O)O)s3)CC23OCC2(CC2)CO3)c(Cl)c1Cl,0.9429,91.06,Active,Active
267,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,0.9429,91.06,Active,Active
268,Cc1[nH]c(C(=O)N[C@@H]2CCN(c3ncc(C(=O)O)s3)C[C@@H]2C)c(Cl)c1Cl,0.9429,91.06,Active,Active
269,Cc1[nH]c(C(=O)N[C@@H]2CCN(c3ncc(C(=O)O)s3)C[C@@H]2Cl)c(Cl)c1Cl,0.9429,91.06,Active,Active
270,C[C@H]1CN(C(=O)c2cnc(-c3ccccc3)nc2)Cc2cnc([C@@](C)(O)C(F)(F)F)n21,0.9429,91.06,Active,Active
271,NCC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.9429,91.06,Active,Active
272,Cc1[nH]c(C(=O)N[C@@H]2CCN(c3ncc(C(=O)O)s3)C[C@@H]2F)c(Cl)c1Cl,0.9429,91.06,Active,Active
273,COCCO[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
274,C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.9429,91.06,Active,Active
275,N[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.9429,91.06,Active,Active
276,COC[C@H]1CN(c2ncc(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
277,NCC1(c2ccccc2)CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.9429,91.06,Active,Active
278,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCN1C,0.9429,91.06,Active,Active
279,C[n+]1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1,0.9429,91.06,Active,Active
280,Nc1nc2ncc(CNc3ccc(S(=O)(=O)Nc4ncccn4)cc3)nc2c(=O)[nH]1,0.9429,91.06,Active,Active
281,C[C@H]1CN(C(=O)c2cc(C3CC3)on2)Cc2cnc([C@@](C)(O)C(F)(F)F)n21,0.9429,91.06,Active,Active
282,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.9429,91.06,Active,Active
283,CN(C)C1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,0.9429,91.06,Active,Active
284,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)C1,0.9429,91.06,Active,Active
285,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.9429,91.06,Active,Active
286,NCc1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1F,0.9429,91.06,Active,Active
287,CNC1CCN(C(=O)c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)C1,0.9429,91.06,Active,Active
288,CC(C)(CF)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CC(N)C3)cc21,0.9429,91.06,Active,Active
289,C[C@H]1C[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,0.9429,91.06,Active,Active
290,C[C@H]1C[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,0.9429,91.06,Active,Active
291,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,0.9429,91.06,Active,Active
292,CNC1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.9429,91.06,Active,Active
293,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.9429,91.06,Active,Active
294,CN(C)C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.9429,91.06,Active,Active
295,CN(C)CC1(c2ccccc2)CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.9429,91.06,Active,Active
296,CO[C@H]1CN(c2nc(C(=O)N(C)C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
297,CO[C@H]1CN(c2nc(C(=O)NC[C@H](C)OC)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
298,CC(C)[C@H](NC(=O)[C@H](CCCNC(N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO[P+](O)(O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O)C(C)C,0.9429,91.06,Active,Active
299,C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2CCF,0.9429,91.06,Active,Active
300,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.9429,91.06,Active,Active
301,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H]3OP(=O)(O)O[C@H]32)c(=O)[nH]1,0.9429,91.06,Active,Active
302,CNC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)C1,0.9429,91.06,Active,Active
303,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,0.9429,91.06,Active,Active
304,CO[C@H]1CN(c2nc(-c3ccncn3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
305,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3C[C@@H](N)[C@@H]3C)nc21,0.9429,91.06,Active,Active
306,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3C[C@@H](N)[C@@H]3C)cc21,0.9429,91.06,Active,Active
307,CO[C@H]1CN(c2nc(-c3cncnc3)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,0.9429,91.06,Active,Active
308,CC(C)CNCc1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1F,0.9429,91.06,Active,Active
309,C[C@H](N)C(=O)N[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@H]1C,0.9429,91.06,Active,Active
310,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3C[C@@H](N)[C@@H]3C)c(Cl)c21,0.9429,91.06,Active,Active
311,CC(C)CNCc1cc2cc3c(cc2n1C)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.9429,91.06,Active,Active
312,CSC[C@H](NC(=O)COc1cccc2cnccc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC[C@H]1C(=O)NC(C)(C)C,0.9318,89.36,Active,Active
313,CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)C1,0.9318,89.36,Active,Active
314,C[C@H]1CN(C(=O)c2cnc3ccc(F)cn23)Cc2cnc([C@@](C)(O)C(F)(F)F)n21,0.9318,89.36,Active,Active
315,C[C@@H](O)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,0.9318,89.36,Active,Active
316,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]1[C@H](C(=O)NC)[C@@H]1c1ccc(OP(=O)(O)O)cc1)C(=O)O,0.9318,89.36,Active,Active
317,O=C(O)c1cn(C2CC2)c2c(C(F)(F)F)c(N3CCNCC3)c(F)cc2c1=O,0.9318,89.36,Active,Active
318,C[C@H]1NCCn2cc(-c3cc4c(cc3F)C(=O)C(C(=O)O)CN4C3CC3)cc21,0.9318,89.36,Active,Active
319,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(N)(=O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.9318,89.36,Active,Active
320,COc1c(N2CC(C)NC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.9318,89.36,Active,Active
321,CN1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.9318,89.36,Active,Active
322,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.9318,89.36,Active,Active
323,CN1CCN(c2c(F)c(O)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,0.9318,89.36,Active,Active
324,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCN(c4c(F)cc5c(=O)c(C(=O)O)cn(CCF)c5c4F)CC3)CS[C@H]12)c1csc(N)n1,0.9318,89.36,Active,Active
325,O=C(O)c1cn(-c2ccc(F)cc2F)c2nc(C3=CCNCC3)c(F)cc2c1=O,0.9318,89.36,Active,Active
326,C[C@H]1Cn2cc(-c3cc4c(cc3F)C(=O)C(C(=O)O)CN4C3CC3)cc2CN1,0.9318,89.36,Active,Active
327,COc1c(N2CCN(C)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.9318,89.36,Active,Active
328,CNc1cc(F)cc2c(NCCN)c(C(=O)Nc3ccc(C(=O)O)cc3)c(=O)[nH]c12,0.9318,89.36,Active,Active
329,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O[P+](=O)O)[C@H]2O)c(=O)[nH]1,0.9318,89.36,Active,Active
330,CC(C)C(=O)c1c2c(c(OCCN3CCCCC3)c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)[C@@H]3C(C)C)[C@H](C(C)C)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,0.9318,89.36,Active,Active
331,NCC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1c1ccccc1,0.9318,89.36,Active,Active
332,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.9318,89.36,Active,Active
333,COCC1C[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,0.9318,89.36,Active,Active
334,NCC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(O)cc2)C1,0.9318,89.36,Active,Active
335,CC(C)C(=O)c1c2c(c(OCCN3CCCCCC3)c3c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)[C@@H]3C(C)C)[C@H](C(C)C)C1=C(O2)C(C)(C)C(=O)C(C)(C)C1=O,0.9318,89.36,Active,Active
336,CN(C)Cc1cc2cc3c(cc2n1C)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.9318,89.36,Active,Active
337,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3[C@@H](O)CO[C@@H]3C2)cc1,0.9318,89.36,Active,Active
338,N#Cc1cc(OCC2(N)CC2)cc2c1CC(CNCCC1CN(c3ccc4c(n3)NC(=O)CO4)C(=O)O1)C2,0.9318,89.36,Active,Active
339,CC(C)COC(=O)N[C@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](CC1CC1)[C@@H](O)C(=O)NCC(=O)N[C@H](C(=O)O)c1ccccc1)C1CCCCC1,0.9318,89.36,Active,Active
340,CN(Cc1ccsc1)CC1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,0.9318,89.36,Active,Active
